operation;property_type;place_with_parent_names;lat-lon;price;currency;price_aprox_local_currency;price_aprox_usd;surface_total_in_m2;surface_covered_in_m2;price_usd_per_m2;price_per_m2;floor;rooms;expenses;properati_url
sell;apartment;|Argentina|Capital Federal|Belgrano|;-34.553897,-58.451939;105000.0;USD;1592052.0;105000.0;;33.0;;3.181.818.181.818.180;1.0;1.0;;http://belgrano.properati.com.ar/zsd5_venta_departamentos_belgrano_balcon_luminoso_aire-acondicionado_imprenta
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|;;695000.0;USD;10537868.0;695000.0;730.0;294.0;952.054.794.520.548;23.639.455.782.312.900;;;;http://nordelta.properati.com.ar/nn0w_venta_casa_nordelta_0
sell;house;|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|;-34.6381088,-58.6589845;300000.0;USD;4548720.0;300000.0;240.0;240.0;1250.0;1250.0;;;;http://ituzaingo.properati.com.ar/w7qp_venta_casa_ituzaingo
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|;-34.5070864,-58.528025;250000.0;USD;3790600.0;250000.0;175.0;120.0;1.428.571.428.571.420;2.083.333.333.333.330;;;;http://martinez.properati.com.ar/pjab_venta_casa_martinez_puerto-rico_2500
sell;apartment;|Argentina|Capital Federal|Villa del Parque|;-34.6288131,-58.4722301;89681.0;USD;1359779.19;89681.0;46.0;39.0;19.495.869.565.217.300;22.995.128.205.128.200;;1.0;1500;http://villa-del-parque.properati.com.ar/12q2f_venta_departamentos_villa-del-parque_parrilla_piscina_sum_lujoso_amenities_subte-linea-a_le-bleu
sell;house;|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|;-34.8237295118,-58.3854934376;125000.0;USD;1895300.0;125000.0;180.0;95.0;6.944.444.444.444.440;13.157.894.736.842.100;;;;http://burzaco.properati.com.ar/g4i9_venta_casa_burzaco
sell;house;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;-34.659475,-58.55513;249000.0;USD;3775437.6;249000.0;;198.0;;12.575.757.575.757.500;;4.0;;http://ramos-mejia.properati.com.ar/10yzg_venta_casa_la-matanza_suite_lavadero_parrilla_patio_piscina_terraza_luminoso_garage_placard_re-max-total-ii
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|;-34.4996796,-58.4860549;220000.0;USD;3335728.0;220000.0;84.0;53.0;26.190.476.190.476.100;4.150.943.396.226.410;1.0;;;http://la-lucila.properati.com.ar/11941_venta_departamentos_la-lucila_doctor-jose-ingenieros_600_garage_estrenar_castro-feijoo-propiedades_arr
sell;apartment;|Argentina|Capital Federal|Barrio Norte|;-34.587784686,-58.3865802491;645000.0;USD;9779748.0;645000.0;195.0;162.0;3.307.692.307.692.300;3.981.481.481.481.480;;7.0;9000;http://barrio-norte.properati.com.ar/10cm9_venta_departamentos_barrio-norte_balcon_suite_toilette_luminoso_dependencias_placard_durban-keiller-asesoramiento-inmobiliario_bx8
sell;house;|Argentina|Capital Federal|Mataderos|;-34.6666023,-58.503177;200000.0;USD;3032480.0;200000.0;340.0;170.0;5.882.352.941.176.470;1.176.470.588.235.290;;4.0;;http://mataderos.properati.com.ar/1085i_venta_casa_mataderos_baulera_lavadero_parrilla_patio_terraza_luminoso_garage_zappino-propiedades_b3e
sell;apartment;|Argentina|Capital Federal|Villa Pueyrredón|;-34.590144,-58.504588;99000.0;USD;1501077.6;99000.0;;42.0;;23.571.428.571.428.500;5.0;2.0;;http://villa-pueyrredon.properati.com.ar/1174b_venta_departamentos_villa-pueyrredon_luminoso_urquiza
sell;apartment;|Argentina|Capital Federal|Belgrano|;-34.5628625,-58.4436593;310000.0;USD;4700344.0;310000.0;160.0;150.0;1937.5;20.666.666.666.666.600;;4.0;4000;http://belgrano.properati.com.ar/11otg_venta_departamentos_belgrano_lavadero_patio_lujoso_dependencias_asempro_dcw
sell;PH;|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|;;110000.0;USD;1667864.0;110000.0;128.0;90.0;859.375;12.222.222.222.222.200;;3.0;;http://haedo.properati.com.ar/s8il_venta_ph_moron
sell;store;|Argentina|Capital Federal|Belgrano|;-34.5652276,-58.4402713;400000.0;USD;6064960.0;400000.0;100.0;100.0;4000.0;4000.0;;4.0;;http://belgrano.properati.com.ar/rv1v_venta_local_belgrano
sell;house;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;-34.644903,-58.5732756;620000.0;USD;9400688.0;620000.0;673.0;500.0;9.212.481.426.448.730;1240.0;;;;http://ramos-mejia.properati.com.ar/whit_venta_casa_ramos-mejia
sell;PH;|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|;-34.6393889,-58.6568538;250000.0;USD;3790600.0;250000.0;200.0;200.0;1250.0;1250.0;;;;http://ituzaingo.properati.com.ar/l9a6_venta_casa_ituzaingo
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|;;800000.0;USD;12129920.0;800000.0;2400.0;575.0;3.333.333.333.333.330;1.391.304.347.826.080;;6.0;;http://pilar.properati.com.ar/117py_venta_casa_pilar_gimnasio_piscina_quincho_sum_garage_tenis_arkanian-propiedades
sell;apartment;|Argentina|Capital Federal|Parque Patricios|;;154500.0;USD;2342590.8;154500.0;147.0;120.0;10.510.204.081.632.600;1287.5;;4.0;;http://parque-patricios.properati.com.ar/11orj_venta_departamentos_parque-patricios_balcon_lavadero_patio_toilette_garage_doble-circulacion_asempro_dcw
sell;apartment;|Argentina|Capital Federal|Barrio Norte|;-34.5900076,-58.3829552;590000.0;USD;8945816.0;590000.0;157.0;140.0;37.579.617.834.394.800;4.214.285.714.285.710;;4.0;;http://barrio-norte.properati.com.ar/10b09_venta_departamentos_barrio-norte_luminoso_dependencias_garage_migliorisi-propiedades_cy0
sell;apartment;|Argentina|Capital Federal|Recoleta|;-34.5952525271,-58.396130046;350000.0;USD;5306840.0;350000.0;115.0;115.0;3.043.478.260.869.560;3.043.478.260.869.560;;4.0;;http://recoleta.properati.com.ar/12txo_venta_departamentos_recoleta_balcon_dependencias_garage_subte-linea-d_subte-linea-h_zuker-propiedades_dkh
sell;apartment;|Argentina|Capital Federal|Almagro|;-34.6177126,-58.4217103;72000.0;USD;1091692.8;72000.0;45.0;45.0;1600.0;1600.0;;2.0;;http://almagro.properati.com.ar/111fx_venta_departamentos_almagro_luminoso_migliorisi-propiedades_cy1
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|;;4360383.0;ARS;4348280.8;286780.51;147.0;108.0;1.950.887.823.129.250;4.037.391.666.666.660;;;;http://nordelta.properati.com.ar/1195m_venta_departamentos_nordelta_parrilla_toilette_vestidor_luminoso_rosario-costantini-csi-6033
sell;apartment;|Argentina|Capital Federal|Almagro|;-34.5992315,-58.4259648;86000.0;USD;1303966.4;86000.0;31.0;28.0;27.741.935.483.870.900;3.071.428.571.428.570;;2.0;;http://almagro.properati.com.ar/12pfw_venta_departamentos_almagro_balcon_luminoso_subte-linea-b_migliorisi-propiedades_cy3
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|;-34.4768138,-58.5716482;305000.0;USD;4624532.0;305000.0;315.0;158.0;9.682.539.682.539.680;1.930.379.746.835.440;;;;http://bs-as-g-b-a-zona-norte.properati.com.ar/yanl_venta_casa_bs-as-g-b-a-zona-norte_quito_2500_baulera_suite_lavadero_parrilla_piscina_luminoso_vista_garage_ramos-l-j-lomas-de-san-isidro
sell;house;|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Merlo|;-34.6870781,-58.7829935;140000.0;USD;2122736.0;140000.0;373.0;300.0;3.753.351.206.434.310;4.666.666.666.666.660;;;;http://merlo.properati.com.ar/12kvn_venta_casa_merlo_hidromasaje_jardin_lavadero_patio_terraza_garage_lis-calveiro-propiedades-ituzaingo
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|;-34.50704,-58.477364;765000.0;USD;11599236.0;765000.0;;135.0;;5.666.666.666.666.660;3.0;4.0;;http://olivos.properati.com.ar/z233_venta_departamentos_olivos_parrilla_dependencias_garage_vicente-lopez
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Sáenz Peña|;-34.6021425,-58.537245;77000.0;USD;1167504.8;77000.0;44.0;40.0;1750.0;1925.0;4.0;2.0;1200;http://saenz-pena.properati.com.ar/ps51_venta_departamentos_saenz-pena
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|;;470000.0;USD;7126328.0;470000.0;400.0;400.0;1175.0;1175.0;;3.0;;http://estancias-del-pilar.properati.com.ar/z3lq_venta_casa_estancias-del-pilar_lavadero_parrilla_piscina_dependencias_izrastzoff-agentes-inmobiliarios
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|;-34.4311522,-58.8652795;1395480.0;ARS;1391606.73;91780.11;82.0;40.0;11.192.696.341.463.400;34887.0;;;;http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/s2an_venta_departamentos_pilar
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|;;90000.0;USD;1364616.0;90000.0;;95.0;;9.473.684.210.526.310;;3.0;;http://lomas-del-mirador.properati.com.ar/s7ze_venta_departamentos_la-matanza
sell;house;|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|;-34.7407841449,-58.3816221181;143000.0;USD;2168223.2;143000.0;0.0;0.0;;;;4.0;;http://banfield.properati.com.ar/rbzx_venta_casa_banfield
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|;;159000.0;USD;2410821.6;159000.0;74.0;49.0;21.486.486.486.486.400;32.448.979.591.836.700;;2.0;;http://nordelta.properati.com.ar/11okw_venta_departamentos_nordelta_gimnasio_jardin_lavadero_parrilla_piscina_sum_vista_garage_aire-acondicionado_latitud-ns_dck
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|;;80000.0;USD;1212992.0;80000.0;;52.0;;15.384.615.384.615.300;;3.0;;http://villa-luzuriaga.properati.com.ar/11h8h_venta_departamentos_villa-luzuriaga_lavadero_patio_impecable_placard_sabadell-propiedades
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;;75000.0;USD;1137180.0;75000.0;;52.0;;14.423.076.923.076.900;;2.0;;http://ramos-mejia.properati.com.ar/sbyt_venta_departamentos_la-matanza
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|;-34.450503,-58.5318654;150800.0;USD;2286489.92;150800.0;0.0;65.0;;2320.0;1.0;;;http://victoria.properati.com.ar/12p6r_venta_departamentos_victoria_avenida-del-libertador_3300_balcon_suite_parrilla_piscina_vestidor_garage_estrenar_lencke-propiedades-martinez
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|;;50000.0;USD;758120.0;50000.0;;38.0;;13.157.894.736.842.100;;2.0;;http://lomas-del-mirador.properati.com.ar/s611_venta_departamentos_la-matanza
sell;apartment;|Argentina|Capital Federal|Palermo|;-34.583754,-58.425947;116000.0;USD;1758838.4;116000.0;;36.0;;3.222.222.222.222.220;;2.0;;http://palermo.properati.com.ar/yk4c_venta_departamentos_almagro_balcon_impecable_estrenar_re-max-city
sell;PH;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|;-34.6813072562,-58.5693426013;110000.0;USD;1667864.0;110000.0;135.0;75.0;8.148.148.148.148.140;14.666.666.666.666.600;;3.0;;http://san-justo-la-matanza.properati.com.ar/uc9t_venta_ph_san-justo
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;;100000.0;USD;1516240.0;100000.0;;42.0;;23.809.523.809.523.800;;2.0;;http://ramos-mejia.properati.com.ar/10cos_venta_departamentos_ramos-mejia_patio_quincho_garage_estrenar_berto-inmuebles
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|;-34.506033,-58.482268;190000.0;USD;2880856.0;190000.0;;60.0;;31.666.666.666.666.600;2.0;3.0;;http://olivos.properati.com.ar/yvk6_venta_departamentos_olivos_suite_gimnasio_parrilla_piscina_vestidor_lujoso_garage_acassuso
sell;apartment;|Argentina|Capital Federal|Belgrano|;-34.553292,-58.457291;87000.0;USD;1319128.8;87000.0;;33.0;;26.363.636.363.636.300;2.0;1.0;;http://belgrano.properati.com.ar/fw5y_venta_departamento_belgrano
sell;apartment;|Argentina|Capital Federal|;;80000.0;USD;1212992.0;80000.0;;50.0;;1600.0;;2.0;;http://capital-federal.properati.com.ar/10ut6_venta_departamentos_capital-federal_garage_lenge-propiedades-suc-luzuriaga
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|;-34.448043,-58.745871;230000.0;USD;3487352.0;230000.0;100.0;100.0;2300.0;2300.0;2.0;;;http://pilar.properati.com.ar/112sx_venta_departamentos_pilar_oppel-inmuebles_d63
sell;apartment;|Argentina|Capital Federal|Almagro|;-34.6103271,-58.4260507;90000.0;USD;1364616.0;90000.0;63.0;38.0;1.428.571.428.571.420;23.684.210.526.315.700;;1.0;;http://almagro.properati.com.ar/odc4_venta_departamentos_almagro_rawson-de-dellepiane-elvira-av-_200
sell;apartment;|Argentina|Capital Federal|Belgrano|;-34.5624895863,-58.4592432485;395000.0;USD;5989148.0;395000.0;210.0;126.0;1.880.952.380.952.380;31.349.206.349.206.300;;4.0;2900;http://belgrano.properati.com.ar/ysjn_venta_departamentos_belgrano_baulera_suite_jardin_patio_toilette_luminoso_placard_belga-inmobiliaria
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|;-34.431122031,-58.8391858457;78000.0;USD;1182667.2;78000.0;79.0;51.0;9.873.417.721.518.980;15.294.117.647.058.800;;;;http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zuew_venta_departamentos_pilar_gimnasio_lavadero_parrilla_piscina_sum_terraza_luminoso_garage_estrenar_durban-keiller-asesoramiento-inmobiliario
sell;store;|Argentina|Capital Federal|Villa Crespo|;-34.5948790782,-58.4398432243;270000.0;USD;4093848.0;270000.0;100.0;100.0;2700.0;2700.0;;;;http://villa-crespo.properati.com.ar/npsn_venta_local_villa-crespo_serrano_700
sell;apartment;|Argentina|Capital Federal|Tribunales|;-34.6031545441,-58.3932320736;145000.0;USD;2198548.0;145000.0;72.0;72.0;2.013.888.888.888.880;2.013.888.888.888.880;;;;http://tribunales.properati.com.ar/x9m9_venta_departamentos_tribunales
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|;-34.652221803,-58.6382978804;120000.0;USD;1819488.0;120000.0;75.0;70.0;1600.0;17.142.857.142.857.100;;4.0;;http://castelar-moron.properati.com.ar/yneh_venta_departamentos_castelar_balcon_luminoso_dependencias_placard_butiler-propiedades_3sx
sell;house;|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|;-34.821907,-58.180861;450000.0;USD;6823080.0;450000.0;270.0;270.0;16.666.666.666.666.600;16.666.666.666.666.600;;;;http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/vfmd_venta_casa_berazategui_calle-63
sell;house;|Argentina|Capital Federal|Parque Centenario|;-34.6039475566,-58.4421587249;410000.0;USD;6216584.0;410000.0;250.0;225.0;1640.0;18.222.222.222.222.200;;;;http://parque-centenario.properati.com.ar/12lvq_venta_casa_parque-centenario_balcon_lavadero_parrilla_patio_terraza_dependencias_garage_placard_aire-acondicionado_subte-linea-b_inmobiliaria-calot
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|;-34.5159689,-58.5047153;240000.0;USD;3638976.0;240000.0;103.0;103.0;2.330.097.087.378.640;2.330.097.087.378.640;;3.0;;http://olivos.properati.com.ar/y142_venta_casa_olivos-golf-club_jardin_toilette_pastori-propiedades
sell;PH;|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|;-34.7183193,-58.2460594;60000.0;USD;909744.0;60000.0;38.0;38.0;15.789.473.684.210.500;15.789.473.684.210.500;;1.0;;http://quilmes.properati.com.ar/pidn_venta_departamentos_quilmes
sell;house;|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|;-34.9045213,-58.357402;310000.0;USD;4700344.0;310000.0;2300.0;300.0;1.347.826.086.956.520;10.333.333.333.333.300;;;;http://presidente-peron.properati.com.ar/hv6m_venta_casa_presidente-peron
sell;apartment;|Argentina|Capital Federal|Belgrano|;-34.5626966,-58.445619;560000.0;USD;8490944.0;560000.0;240.0;230.0;2.333.333.333.333.330;2.434.782.608.695.650;;4.0;5000;http://belgrano.properati.com.ar/ule3_alquiler_departamentos_belgrano
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|;-34.4283419,-58.5885278;230000.0;USD;3487352.0;230000.0;41.0;150.0;5.609.756.097.560.970;15.333.333.333.333.300;;;;http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/nkc4_venta_casa_tigre_billoch-j-m-_0
sell;apartment;|Argentina|Capital Federal|Balvanera|;-34.6101223,-58.4059406;130000.0;USD;1971112.0;130000.0;73.0;73.0;17.808.219.178.082.100;17.808.219.178.082.100;;3.0;;http://balvanera.properati.com.ar/12tws_venta_departamentos_balvanera_luminoso_lujoso_subte-linea-b_subte-linea-a_subte-linea-h_zuker-propiedades_dkh
sell;apartment;|Argentina|Capital Federal|Barrio Norte|;-34.5835376,-58.4053183;149000.0;USD;2259197.6;149000.0;53.0;50.0;28.113.207.547.169.800;2980.0;;;;http://barrio-norte.properati.com.ar/11a34_venta_departamentos_barrio-norte_zarlenga-inmobiliaria_bcl
sell;house;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;-34.648433,-58.570221;220000.0;USD;3335728.0;220000.0;180.0;140.0;12.222.222.222.222.200;1.571.428.571.428.570;;5.0;;http://ramos-mejia.properati.com.ar/oi7k_venta_casa_ramos-mejia
sell;store;|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Manuel Alberti|;-34.436194,-58.780833;90000.0;USD;1364616.0;90000.0;;20.0;;4500.0;1.0;;;http://manuel-alberti.properati.com.ar/11bsu_venta_local_pilar_sum_garage_re-max-premium
sell;apartment;|Argentina|Capital Federal|Once|;-34.6060331,-58.398382;124000.0;USD;1880137.6;124000.0;85.0;77.0;14.588.235.294.117.600;16.103.896.103.896.100;;3.0;;http://once.properati.com.ar/rsx5_venta_departamentos_once
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|;-34.651373,-58.583586;68000.0;USD;1031043.2;68000.0;;38.0;;17.894.736.842.105.200;;2.0;;http://villa-luzuriaga.properati.com.ar/116oj_venta_departamentos_la-matanza_balcon_luminoso_garage_placard_re-max-oeste
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Madero|;-34.6771861,-58.5106549;130000.0;USD;1971112.0;130000.0;96.0;87.0;13.541.666.666.666.600;14.942.528.735.632.100;2.0;3.0;;http://villa-madero.properati.com.ar/xt0r_venta_departamentos_villa-madero_balcon
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|;-34.9220953,-57.9407086;130000.0;USD;1971112.0;130000.0;85.0;80.0;15.294.117.647.058.800;1625.0;4.0;4.0;;http://la-plata.properati.com.ar/ujzr_venta_departamentos_la-plata
sell;PH;|Argentina|Capital Federal|San Telmo|;-34.62083,-58.377678;149000.0;USD;2259197.6;149000.0;;20.0;;7450.0;;2.0;;http://san-telmo.properati.com.ar/10ove_venta_ph_puerto-madero_suite_hidromasaje_parrilla_patio_terraza_lujoso_re-max-central
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|;-34.5075624,-58.47782;600000.0;USD;9097440.0;600000.0;212.0;140.0;2.830.188.679.245.280;4.285.714.285.714.280;11.0;;;http://olivos.properati.com.ar/uquq_venta_departamentos_olivos_corrientes_300
sell;PH;|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Sarandi|;-34.6704516,-58.3412877;58000.0;USD;879419.2;58000.0;141.0;48.0;41.134.751.773.049.600;12.083.333.333.333.300;;;;http://sarandi.properati.com.ar/yc8f_venta_ph_dock-sud_lavadero_parrilla_patio_americo-gonzalez
sell;PH;|Argentina|Capital Federal|Villa Crespo|;-34.5971909,-58.4369354;113000.0;USD;1713351.2;113000.0;100.0;57.0;1130.0;19.824.561.403.508.700;;;;http://villa-crespo.properati.com.ar/ef75_venta_ph_villa-crespo
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;;65000.0;USD;985556.0;65000.0;;29.0;;22.413.793.103.448.200;;1.0;;http://ramos-mejia.properati.com.ar/z1ng_venta_departamentos_ramos-mejia_urbano-propiedades_bam
sell;PH;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;;230000.0;USD;3487352.0;230000.0;105.0;125.0;21.904.761.904.761.900;1840.0;;4.0;;http://ramos-mejia.properati.com.ar/vh9a_venta_ph_ramos-mejia
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|;-34.665541,-58.5837947;90000.0;USD;1364616.0;90000.0;45.0;45.0;2000.0;2000.0;;2.0;;http://villa-luzuriaga.properati.com.ar/zj8p_venta_departamentos_villa-luzuriaga_vestidor_garage_russo-propiedades
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|;-34.5076133508,-58.4780331258;400000.0;USD;6064960.0;400000.0;0.0;100.0;;4000.0;;3.0;;http://olivos.properati.com.ar/wawl_venta_departamentos_olivos
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|;-34.9192861,-57.9390654;90000.0;USD;1364616.0;90000.0;61.0;55.0;14.754.098.360.655.700;16.363.636.363.636.300;3.0;2.0;750;http://la-plata.properati.com.ar/1057c_venta_departamentos_la-plata_lavadero_placard_constant-propiedades
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|;-34.400341,-58.778937;55000.0;USD;833932.0;55000.0;;20.0;;2750.0;;4.0;;http://escobar.properati.com.ar/w0lr_venta_casa_escobar
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|;-34.5474256862,-58.5635051684;150000.0;USD;2274360.0;150000.0;300.0;170.0;500.0;8.823.529.411.764.700;;;;http://san-martin.properati.com.ar/e8lt_venta_casa_san-martin
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|;-34.4722299,-58.5023132;790000.0;USD;11978296.0;790000.0;813.0;392.0;9.717.097.170.971.700;20.153.061.224.489.700;;;;http://acassuso.properati.com.ar/ng47_venta_casa_acassuso_julianes-felipe_300
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|;-34.5235407,-58.5283712;152000.0;USD;2304684.8;152000.0;250.0;90.0;608.0;1.688.888.888.888.880;;;;http://carapachay.properati.com.ar/12nlo_venta_casa_carapachay_francisco-borges_5200_parrilla_terraza_luminoso_garage_brick-propiedades-servicios_axc
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|;;270000.0;USD;4093848.0;270000.0;800.0;160.0;337.5;1687.5;;;;http://bs-as-g-b-a-zona-norte.properati.com.ar/zh3h_venta_casa_bs-as-g-b-a-zona-norte_0_suite_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_garage_diaz-romero-nordelta-marcelo-diaz-romero-cmsi-2662
sell;apartment;|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|;;95000.0;USD;1440428.0;95000.0;;38.0;;2500.0;;2.0;;http://ramos-mejia.properati.com.ar/yibg_venta_departamentos_ramos-mejia_balcon_patio_arkanian-propiedades
sell;house;|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|;-34.4013843752,-58.7326256584;160000.0;USD;2425984.0;160000.0;300.0;170.0;5.333.333.333.333.330;9.411.764.705.882.350;;4.0;;http://nordelta.properati.com.ar/wext_venta_casa_tigre
